params,mean_train_score,mean_test_score
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 3, 'n_estimators': 200, 'reg_alpha': 0.2, 'reg_lambda': 0.8, 'scale_pos_weight': 1, 'subsample': 0.9}",0.9928725701943845,0.9143165689601975
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 3, 'n_estimators': 200, 'reg_alpha': 0.2, 'reg_lambda': 0.8, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.8}",0.9972230792965133,0.9277692070348658
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 3, 'n_estimators': 200, 'reg_alpha': 0.2, 'reg_lambda': 0.8, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.9}",0.9965134217834002,0.9215057081147794
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 3, 'n_estimators': 200, 'reg_alpha': 0.2, 'reg_lambda': 1.0, 'scale_pos_weight': 1, 'subsample': 0.8}",0.9945078679419932,0.9223387843258253
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 3, 'n_estimators': 200, 'reg_alpha': 0.2, 'reg_lambda': 1.0, 'scale_pos_weight': 1, 'subsample': 0.9}",0.9929959888923172,0.9129281086084542
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 3, 'n_estimators': 200, 'reg_alpha': 0.2, 'reg_lambda': 1.0, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.8}",0.9969145325516815,0.9320580067880284
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 3, 'n_estimators': 200, 'reg_alpha': 0.2, 'reg_lambda': 1.0, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.9}",0.9958963282937365,0.9199938290651033
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.1, 'reg_lambda': 0.8, 'scale_pos_weight': 1, 'subsample': 0.8}",0.9900030854674483,0.9087627275532244
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.1, 'reg_lambda': 0.8, 'scale_pos_weight': 1, 'subsample': 0.9}",0.9898796667695156,0.907034865782166
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.1, 'reg_lambda': 0.8, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.8}",0.995310089478556,0.9195310089478557
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.1, 'reg_lambda': 0.8, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.9}",0.9940759024992286,0.9257019438444924
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'scale_pos_weight': 1, 'subsample': 0.8}",0.9913298364702252,0.9101511879049675
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'scale_pos_weight': 1, 'subsample': 0.9}",0.9908978710274607,0.90688059240975
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.8}",0.9954335081764887,0.919438444924406
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.9}",0.9946621413144092,0.9166615242209195
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.2, 'reg_lambda': 0.8, 'scale_pos_weight': 1, 'subsample': 0.8}",0.9897871027460661,0.9076828139463129
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.2, 'reg_lambda': 0.8, 'scale_pos_weight': 1, 'subsample': 0.9}",0.9887380438136377,0.8976858994137612
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.2, 'reg_lambda': 0.8, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.8}",0.9951249614316569,0.9196852823202715
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.2, 'reg_lambda': 0.8, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.9}",0.9939524838012959,0.914748534402962
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.2, 'reg_lambda': 1.0, 'scale_pos_weight': 1, 'subsample': 0.8}",0.9898179574205492,0.907528540573897
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.2, 'reg_lambda': 1.0, 'scale_pos_weight': 1, 'subsample': 0.9}",0.9892317186053687,0.9066646096883678
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.2, 'reg_lambda': 1.0, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.8}",0.9942610305461277,0.9131749460043197
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.2, 'reg_lambda': 1.0, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.9}",0.9946004319654428,0.9161987041036717
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 200, 'reg_alpha': 0.1, 'reg_lambda': 0.8, 'scale_pos_weight': 1, 'subsample': 0.8}",0.9942301758716445,0.9231410058623881
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 200, 'reg_alpha': 0.1, 'reg_lambda': 0.8, 'scale_pos_weight': 1, 'subsample': 0.9}",0.993304535637149,0.9136069114470843
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 200, 'reg_alpha': 0.1, 'reg_lambda': 0.8, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.8}",0.9972230792965134,0.9290651033631596
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 200, 'reg_alpha': 0.1, 'reg_lambda': 0.8, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.9}",0.9961740203640852,0.9337241592101203
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 200, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'scale_pos_weight': 1, 'subsample': 0.8}",0.9942610305461277,0.9209811786485652
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 200, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'scale_pos_weight': 1, 'subsample': 0.9}",0.993643937056464,0.913236655353286
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 200, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.8}",0.9972230792965134,0.9302375809935205
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 200, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.9}",0.996328293736501,0.9210120333230485
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 200, 'reg_alpha': 0.2, 'reg_lambda': 0.8, 'scale_pos_weight': 1, 'subsample': 0.8}",0.994137611848195,0.9216599814871953
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 200, 'reg_alpha': 0.2, 'reg_lambda': 0.8, 'scale_pos_weight': 1, 'subsample': 0.9}",0.9929651342178341,0.9053070040111078
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 200, 'reg_alpha': 0.2, 'reg_lambda': 0.8, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.8}",0.9966368404813329,0.9276149336624498
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 200, 'reg_alpha': 0.2, 'reg_lambda': 0.8, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.9}",0.9958963282937365,0.9247454489355137
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 200, 'reg_alpha': 0.2, 'reg_lambda': 1.0, 'scale_pos_weight': 1, 'subsample': 0.8}",0.9941067571737119,0.9186053687133601
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 200, 'reg_alpha': 0.2, 'reg_lambda': 1.0, 'scale_pos_weight': 1, 'subsample': 0.9}",0.9930576982412835,0.9129281086084542
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 200, 'reg_alpha': 0.2, 'reg_lambda': 1.0, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.8}",0.9967602591792657,0.9260413452638074
"{'colsample_bytree': 0.6, 'gamma': 0.0, 'learning_rate': 0.05, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 200, 'reg_alpha': 0.2, 'reg_lambda': 1.0, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.9}",0.9963900030854674,0.9211971613699476
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 150, 'reg_alpha': 0.1, 'reg_lambda': 0.8, 'scale_pos_weight': 1, 'subsample': 0.8}",0.9361616784942919,0.833508176488738
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 150, 'reg_alpha': 0.1, 'reg_lambda': 0.8, 'scale_pos_weight': 1, 'subsample': 0.9}",0.9366553532860229,0.8347423634680654
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 150, 'reg_alpha': 0.1, 'reg_lambda': 0.8, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.8}",0.9554149953717987,0.8663992594878125
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 150, 'reg_alpha': 0.1, 'reg_lambda': 0.8, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.9}",0.9556618327676643,0.860968836778772
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 150, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'scale_pos_weight': 1, 'subsample': 0.8}",0.938012958963283,0.8368096266584388
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 150, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'scale_pos_weight': 1, 'subsample': 0.9}",0.9363776612156742,0.8240049367479173
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 150, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.8}",0.9547670472076519,0.8681271212588708
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 150, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.9}",0.9553532860228324,0.8615242209194693
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 150, 'reg_alpha': 0.2, 'reg_lambda': 0.8, 'scale_pos_weight': 1, 'subsample': 0.8}",0.9372107374267202,0.8354211663066955
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 150, 'reg_alpha': 0.2, 'reg_lambda': 0.8, 'scale_pos_weight': 1, 'subsample': 0.9}",0.9377661215674175,0.838691761801913
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 150, 'reg_alpha': 0.2, 'reg_lambda': 0.8, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.8}",0.9548596112311015,0.8705646405430423
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 150, 'reg_alpha': 0.2, 'reg_lambda': 0.8, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.9}",0.9561246528849121,0.8663375501388461
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 150, 'reg_alpha': 0.2, 'reg_lambda': 1.0, 'scale_pos_weight': 1, 'subsample': 0.8}",0.937704412218451,0.8369639000308546
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 150, 'reg_alpha': 0.2, 'reg_lambda': 1.0, 'scale_pos_weight': 1, 'subsample': 0.9}",0.9360382597963591,0.823634680654119
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 150, 'reg_alpha': 0.2, 'reg_lambda': 1.0, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.8}",0.9552298673248998,0.8697624190064794
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 150, 'reg_alpha': 0.2, 'reg_lambda': 1.0, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.9}",0.9551681579759334,0.8622955877815489
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 200, 'reg_alpha': 0.1, 'reg_lambda': 0.8, 'scale_pos_weight': 1, 'subsample': 0.8}",0.9445232952792348,0.8539648256710892
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 200, 'reg_alpha': 0.1, 'reg_lambda': 0.8, 'scale_pos_weight': 1, 'subsample': 0.9}",0.9456957729095958,0.8542116630669547
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 200, 'reg_alpha': 0.1, 'reg_lambda': 0.8, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.8}",0.9618944770132676,0.8831842024066646
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 200, 'reg_alpha': 0.1, 'reg_lambda': 0.8, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.9}",0.9622647331070657,0.879574205492132
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 200, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'scale_pos_weight': 1, 'subsample': 0.8}",0.9464671397716754,0.853594569577291
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 200, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'scale_pos_weight': 1, 'subsample': 0.9}",0.9448009873495835,0.8446158593026843
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 200, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.8}",0.9608454180808392,0.8854057389694538
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 200, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.9}",0.9609996914532553,0.8764578833693304
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 200, 'reg_alpha': 0.2, 'reg_lambda': 0.8, 'scale_pos_weight': 1, 'subsample': 0.8}",0.9458191916075286,0.8539956803455724
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 200, 'reg_alpha': 0.2, 'reg_lambda': 0.8, 'scale_pos_weight': 1, 'subsample': 0.9}",0.9456340635606294,0.8565874730021599
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 200, 'reg_alpha': 0.2, 'reg_lambda': 0.8, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.8}",0.9607528540573897,0.8799444615859302
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 200, 'reg_alpha': 0.2, 'reg_lambda': 0.8, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.9}",0.9617093489663684,0.8794507867941994
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 200, 'reg_alpha': 0.2, 'reg_lambda': 1.0, 'scale_pos_weight': 1, 'subsample': 0.8}",0.9463437210737426,0.8523295279234804
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 200, 'reg_alpha': 0.2, 'reg_lambda': 1.0, 'scale_pos_weight': 1, 'subsample': 0.9}",0.9444924406047517,0.8428262881826597
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 200, 'reg_alpha': 0.2, 'reg_lambda': 1.0, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.8}",0.9610614008022216,0.8833693304535637
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 3, 'n_estimators': 200, 'reg_alpha': 0.2, 'reg_lambda': 1.0, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.9}",0.9618636223387843,0.8780006170934896
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.1, 'reg_lambda': 0.8, 'scale_pos_weight': 1, 'subsample': 0.8}",0.9359148410984264,0.8295279234804073
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.1, 'reg_lambda': 0.8, 'scale_pos_weight': 1, 'subsample': 0.9}",0.937704412218451,0.8361616784942919
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.1, 'reg_lambda': 0.8, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.8}",0.954088244369022,0.8717988275223696
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.1, 'reg_lambda': 0.8, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.9}",0.9546744831842024,0.8591792656587474
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'scale_pos_weight': 1, 'subsample': 0.8}",0.9356062943535945,0.8289416846652268
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'scale_pos_weight': 1, 'subsample': 0.9}",0.9356371490280777,0.8277692070348658
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.8}",0.9544893551373033,0.8609071274298056
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.9}",0.9557852514655971,0.8621721690836162
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.2, 'reg_lambda': 0.8, 'scale_pos_weight': 1, 'subsample': 0.8}",0.9367479173094724,0.8382597963591485
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.2, 'reg_lambda': 0.8, 'scale_pos_weight': 1, 'subsample': 0.9}",0.9362850971922246,0.8265658747300216
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.2, 'reg_lambda': 0.8, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.8}",0.9541499537179883,0.8694230175871644
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.2, 'reg_lambda': 0.8, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.9}",0.9558161061400803,0.8621721690836162
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.2, 'reg_lambda': 1.0, 'scale_pos_weight': 1, 'subsample': 0.8}",0.9397408207343412,0.8416538105522987
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.2, 'reg_lambda': 1.0, 'scale_pos_weight': 1, 'subsample': 0.9}",0.9365627892625733,0.8333847577908053
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.2, 'reg_lambda': 1.0, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.8}",0.9551681579759334,0.8692378895402653
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 5, 'n_estimators': 150, 'reg_alpha': 0.2, 'reg_lambda': 1.0, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.9}",0.955445850046282,0.8632520826905277
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 5, 'n_estimators': 200, 'reg_alpha': 0.1, 'reg_lambda': 0.8, 'scale_pos_weight': 1, 'subsample': 0.8}",0.9444924406047517,0.8508485035482876
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 5, 'n_estimators': 200, 'reg_alpha': 0.1, 'reg_lambda': 0.8, 'scale_pos_weight': 1, 'subsample': 0.9}",0.9456649182351127,0.8520826905276149
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 5, 'n_estimators': 200, 'reg_alpha': 0.1, 'reg_lambda': 0.8, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.8}",0.96066029003394,0.8860536871336007
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 5, 'n_estimators': 200, 'reg_alpha': 0.1, 'reg_lambda': 0.8, 'scale_pos_weight': np.float64(1.2289416846652268), 'subsample': 0.9}",0.9599814871953101,0.8764270286948472
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 5, 'n_estimators': 200, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'scale_pos_weight': 1, 'subsample': 0.8}",0.944893551373033,0.8502314100586239
"{'colsample_bytree': 0.6, 'gamma': 0.1, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 5, 'n_estimators': 200, 'reg_alpha': 0.1, 'reg_lambda': 1.0, 'scale_pos_weight': 1, 'subsample': 0.9}",0.9438444924406046,0.8477321814254859
